Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,baseline_price,competitor_price,Driver_to_Rider_Ratio,Rider_Driver_Ratio,Inventory_Health_Index,Cost_per_Min,Loyalty_Score,Supply_Tightness,Vehicle_Factor,Peak,p_complete,price
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,588.6941797749441,618.1288887636914,0.3684210461680518,2.7142855850340197,0.3620689655172414,4.17513599716176,0.2799999972,2.7142855850340197,1.0,1,0.3684210461680518,748.4825923905998
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,305.2426676647312,320.50480104796776,0.28571427551020445,3.499999562500055,0.27586206896551724,5.262804524171149,0.6699999933,3.499999562500055,1.5,0,0.28571427551020445,618.1163819895332
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,256.37380365626416,269.1924938390774,0.5172413703923902,1.933333268888891,0.5084745762711864,3.418317336505958,0.3199999968,1.933333268888891,1.0,1,0.5172413703923902,305.93940404428855
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,461.0193485856391,484.07031601492105,0.29032257127991706,3.4444440617284378,0.28125,4.044029338084296,0.1799999982,3.4444440617284378,1.5,0,0.29032257127991706,929.7223265151162
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,581.7472844259253,610.8346486472216,0.4074073923182447,2.454545231404979,0.39285714285714285,4.039911669347317,0.8799999912000002,2.454545231404979,1.5,1,0.4074073923182447,1086.8096800694555
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,472.5465909334413,496.17392048011334,0.8333333240740742,1.1999999840000002,0.8241758241758241,4.457986664862779,0.8799999912000002,1.1999999840000002,1.0,0,0.8333333240740742,529.2521810893796
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,573.4835718398938,602.1577504318885,0.14814814540466398,6.749999156250106,0.14545454545454545,3.4135926692041734,0.4099999959,6.749999156250106,1.0,0,0.14814814540466398,960.5849344441518
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,192.3850221961644,202.00427330597265,0.39130433081285515,2.55555527160497,0.375,5.658382839346517,0.4999999950000001,2.55555527160497,1.5,1,0.39130433081285515,362.3251169419337
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,744.0359811402852,781.2377801972996,0.6808510565866909,1.4687499770507817,0.6736842105263158,4.4821444376996435,0.6199999938,1.4687499770507817,1.0,1,0.6808510565866909,853.3162641627601
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,412.25746306035046,432.870336213368,0.23255813683071935,4.2999997850000105,0.22988505747126436,3.7477950846595944,0.5099999949,4.2999997850000105,1.5,0,0.23255813683071935,884.2922449691491
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,189.5605649707772,199.03859321931606,0.6962025228328795,1.4363636102479345,0.6875,3.9491783546166426,0.9099999909000002,1.4363636102479345,1.0,0,0.6962025228328795,216.78835471698358
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,357.0434721850994,374.8956457943544,0.17808218934133987,5.615384183431987,0.17567567567567569,3.9671496468661087,0.9299999907000002,5.615384183431987,1.0,1,0.17808218934133987,557.537098835684
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,417.1740953777763,438.0328001466652,0.3108108066106648,3.2173911644612536,0.30666666666666664,4.213879708726228,0.4499999955000001,3.2173911644612536,1.5,0,0.3108108066106648,827.0929803432506
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,314.84471031916905,330.5869458351275,0.4230769068047343,2.3636361487603503,0.4074074074074074,4.562966750089888,0.099999999,2.3636361487603503,1.5,0,0.4230769068047343,583.8938162622089
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,629.9546011362719,661.4523311930855,0.3030302999693909,3.2999998900000036,0.3,3.937216232494098,0.7399999926,3.2999998900000036,1.5,0,0.3030302999693909,1256.759418872612
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,473.5617540035448,497.2398417037221,0.5249999934375001,1.904761859410432,0.5185185185185185,3.614975193805875,0.8499999915,1.904761859410432,1.0,1,0.5249999934375001,563.7639907136906
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,317.88095784682014,333.77500573916114,0.4487179429651546,2.2285713648979613,0.4430379746835443,3.178809546680106,0.0499999995,2.2285713648979613,1.5,1,0.4487179429651546,583.0844967857942
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,132.49921949173307,139.12418046631973,0.09523809372637947,10.499998250000292,0.09375,5.520800582122187,0.2899999971,10.499998250000292,1.5,1,0.09523809372637947,407.43506515603985
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,430.7858509781543,452.32514352706204,0.3199999872000005,3.124999609375049,0.3076923076923077,3.745963888975569,0.299999997,3.124999609375049,1.0,1,0.3199999872000005,565.4064125812574
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,350.2265835541767,367.73791273188556,0.4999999950000001,1.999999960000001,0.49504950495049505,2.757689612570765,0.199999998,1.999999960000001,1.0,1,0.4999999950000001,420.27189886410576
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,466.42747932165264,489.7488532877353,0.17391303969754263,5.749999281250091,0.1702127659574468,4.164531028188586,0.3199999968,5.749999281250091,1.0,0,0.17391303969754263,734.6232464071321
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,651.7303890276737,684.3169084790575,0.4915254153978743,2.034482688466114,0.48333333333333334,4.4946923071240095,0.8999999910000002,2.034482688466114,1.0,1,0.4915254153978743,784.3238084300825
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,266.34807324582846,279.6654769081199,0.5238094988662143,1.909090735537206,0.5,5.435674853268441,0.1799999982,1.909090735537206,1.5,0,0.5238094988662143,475.79450572801215
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,266.38537677090085,279.7046456094459,0.10937499829101566,9.14285583673488,0.1076923076923077,4.162271447009835,0.4799999952000001,9.14285583673488,1.0,1,0.10937499829101566,509.93768645396597
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,303.803226426852,318.9933877481946,0.42307691494082855,2.363636256198352,0.41509433962264153,3.007952707117815,0.7199999928,2.363636256198352,1.5,0,0.42307691494082855,563.4168877501597
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,461.9661913503604,485.06450091787843,0.5599999944,1.7857142538265314,0.5544554455445545,2.733527743294868,0.6699999933,1.7857142538265314,1.0,1,0.5599999944,544.4601526183898
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,201.0575405594342,211.11041758740592,0.8674698690666282,1.1527777617669757,0.8571428571428571,4.467945246477532,0.24999999750000004,1.1527777617669757,1.5,1,0.8674698690666282,336.35251007802293
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,94.21444738997974,98.92516975947873,0.11235954929933091,8.89999911000009,0.1111111111111111,7.247264626362702,0.3599999964,8.89999911000009,1.5,0,0.11235954929933091,267.0979457729651
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,546.8574476673242,574.2003200506905,0.3699999963,2.702702629656686,0.36633663366336633,3.851108759269123,0.4699999953000001,2.702702629656686,1.0,0,0.3699999963,694.6567538531062
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,292.74683013160404,307.3841716381843,0.0985915479071613,10.142855693877758,0.09722222222222222,4.879113754208172,0.3099999969,10.142855693877758,1.5,0,0.0985915479071613,884.5135731271569
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,150.90603765991335,158.45133954290904,0.27659574173834317,3.615384476331366,0.2736842105263158,3.7726508471815627,0.0,3.615384476331366,1.5,0,0.27659574173834317,308.19655838091916
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,534.90663340905,561.6519650795025,0.4423076838017753,2.260869466918719,0.4339622641509434,3.9918405180388765,0.4099999959,2.260869466918719,1.0,1,0.4423076838017753,655.8420409217306
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,315.2654030422818,331.0286731943959,0.5555555349794246,1.799999880000008,0.5357142857142857,3.060829126033521,0.3099999969,1.799999880000008,1.0,0,0.5555555349794246,372.01317180670793
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,601.2360266422271,631.2978279743385,0.7045454465392563,1.4193548158168579,0.6966292134831461,3.7113334748820597,0.6199999938,1.4193548158168579,1.0,0,0.7045454465392563,686.5727516279509
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,701.4695729515377,736.5430515991146,0.7916666501736115,1.2631578614958459,0.7755102040816326,4.614931370635568,0.6399999936,1.2631578614958459,1.5,1,0.7916666501736115,1185.1143802783868
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,392.0078846224547,411.6082788535775,0.6603773460306162,1.5142856710204096,0.6481481481481481,4.454635001907042,0.0099999999,1.5142856710204096,1.5,0,0.6603773460306162,677.0536153253029
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,331.8375249153692,348.4294011611377,0.38709676170655605,2.583333118055574,0.375,3.160357350047732,0.3399999966,2.583333118055574,1.0,1,0.38709676170655605,417.5622117081157
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,307.5259290756184,322.90222552939935,0.6071428463010207,1.6470587750865067,0.5964912280701754,2.5415365829262964,0.0099999999,1.6470587750865067,1.0,0,0.6071428463010207,358.1772570806812
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,68.27174499943663,71.68533224940848,0.7291666514756948,1.3714285322448991,0.7142857142857143,2.6258362451384762,0.4699999953000001,1.3714285322448991,1.0,0,0.7291666514756948,77.63472690327417
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,765.4397485645513,803.7117359927789,0.7096774117238989,1.4090908877410473,0.7021276595744681,4.2524430239561575,0.21999999780000004,1.4090908877410473,1.0,1,0.7096774117238989,873.2971660462621
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,168.36628924698925,176.7846037093387,0.36734693127863405,2.722222070987663,0.36,2.7155852666355482,0.6199999938,2.722222070987663,1.0,0,0.36734693127863405,214.19933210683396
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.7736189685264,351.7736189685264,369.36229991695274,0.4583333269675927,2.1818181157024816,0.4520547945205479,2.6649516386634455,0.6299999937,2.1818181157024816,1.0,1,0.4583333269675927,428.52422441770176
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,363.3457529659053,381.5130406142006,0.17741935197710723,5.636363123966989,0.1746031746031746,5.117545744343093,0.3699999963,5.636363123966989,1.5,0,0.17741935197710723,852.2109199389153
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,201.7146762833217,211.8004100974878,0.384615374753452,2.599999826666678,0.375,5.3082808151326555,0.5299999947,2.599999826666678,1.5,1,0.384615374753452,381.2407329308968
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,121.43999901863724,127.5119989695691,0.8358208830474495,1.196428550063776,0.8235294117647058,5.279999727766848,0.4899999951000001,1.196428550063776,1.5,0,0.8358208830474495,203.95414081979803
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,598.7750233051204,628.7137744703764,0.170454543517562,5.866666275555582,0.16853932584269662,4.3706205761642325,0.3899999961,5.866666275555582,1.0,0,0.170454543517562,950.0563468920362
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,371.1242881043308,389.68050250954735,0.5517241189060649,1.812499886718757,0.5333333333333333,4.639053543315966,0.7499999925,1.812499886718757,1.5,0,0.5517241189060649,657.585841678648
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,173.66696747925593,182.35031585321875,0.23999999760000004,4.166666493055563,0.2376237623762376,3.1011957924653597,0.8799999912000002,4.166666493055563,1.0,1,0.23999999760000004,246.0282009138945
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,538.5185280064754,565.4444544067992,0.4387755057267806,2.279069714440239,0.43434343434343436,4.142450183569425,0.6199999938,2.279069714440239,1.0,0,0.4387755057267806,661.250654790925
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,281.9625670059949,296.0606953562947,0.28571427755102063,3.4999996500000354,0.2777777777777778,3.7595008432865877,0.399999996,3.4999996500000354,1.0,1,0.28571427755102063,380.6494555894043
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,258.01445968829404,270.91518267270874,0.24137930618311543,4.1428568469387965,0.23728813559322035,2.7159416523405513,0.099999999,4.1428568469387965,1.0,0,0.24137930618311543,364.90615678118036
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019961536034,476.2019961536034,500.0120959612836,0.3181818037190089,3.142856693877615,0.30434782608695654,4.859203992799994,0.5299999947,3.142856693877615,1.5,0,0.3181818037190089,938.7981889177902
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,124.64550323605349,130.87777839785616,0.4404761852324264,2.270270208911616,0.43529411764705883,4.451624956586733,0.9399999906000002,2.270270208911616,1.0,1,0.4404761852324264,152.94340050321435
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,111.11271494112724,116.66835068818361,0.1538461521555368,6.499999535714319,0.15217391304347827,5.848037320688943,0.1899999981,6.499999535714319,1.5,1,0.1538461521555368,275.0039617410835
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,421.8171879075184,442.9080473028944,0.5178571336096941,1.931034416171227,0.5087719298245614,3.3745374762638476,0.6699999933,1.931034416171227,1.0,0,0.5178571336096941,503.27153862571674
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,134.0510144913575,140.7535652159254,0.21649484312891915,4.619047399092981,0.21428571428571427,5.828304724480556,0.3599999964,4.619047399092981,1.5,1,0.21649484312891915,293.9547202118483
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,132.4032477391118,139.0234101260674,0.8245613890427826,1.2127659316432782,0.8103448275862069,4.4134414441890115,0.2599999974,1.2127659316432782,1.0,0,0.8245613890427826,148.46066254880378
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,547.9814624298182,575.3805355513091,0.28723403949751025,3.4814813525377275,0.28421052631578947,3.185938716534183,0.9999999900000002,3.4814813525377275,1.5,1,0.28723403949751025,1108.140280092592
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,281.96824577029594,296.06665805881073,0.0714285705782313,13.999997666667054,0.07058823529411765,4.146591788583884,0.23999999760000004,13.999997666667054,1.0,0,0.0714285705782313,676.7237240561305
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,182.46632143825187,191.58963751016447,0.2749999931250002,3.6363633057851543,0.2682926829268293,5.213323320712244,0.0099999999,3.6363633057851543,1.5,1,0.2749999931250002,373.22655753032655
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,313.7742265682814,329.46293789669545,0.553846145325444,1.805555505401236,0.5454545454545454,3.6066002639273695,0.199999998,1.805555505401236,1.5,1,0.553846145325444,555.6418571874285
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,422.8866610257602,444.0309940770482,0.6285714106122454,1.5909090185950445,0.6111111111111112,3.6455746325878065,0.2799999972,1.5909090185950445,1.5,0,0.6285714106122454,735.2461219690543
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,529.6967147126813,556.1815504483154,0.7499999812500006,1.3333332888888902,0.7317073170731707,3.7041728042553044,0.6699999933,1.3333332888888902,1.5,1,0.7499999812500006,900.4844114802468
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,25.993449448411635,27.293121920832217,0.7377049059392639,1.3555555254320995,0.7258064516129032,2.5993446849066952,0.05999999940000001,1.3555555254320995,1.0,1,0.7377049059392639,29.51700585089507
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,351.5699575243088,369.14845540052426,0.2799999944000001,3.571428316326549,0.27450980392156865,3.2254124247605174,0.9799999902000002,3.571428316326549,1.5,1,0.2799999944000001,715.695971507269
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,154.68715967826247,162.4215176621756,0.2551020382132445,3.919999843200006,0.25252525252525254,2.5781192850023866,0.299999997,3.919999843200006,1.0,0,0.2551020382132445,215.3245238466468
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,106.59208227583191,111.92168638962352,0.685185172496571,1.4594594200146103,0.6727272727272727,6.662004725864199,0.4099999959,1.4594594200146103,1.5,0,0.685185172496571,183.22314620021317
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,132.1665679180113,138.77489631391188,0.35135134185536915,2.846153627218952,0.34210526315789475,3.7761875469092505,0.3099999969,2.846153627218952,1.0,0,0.35135134185536915,169.78320358570411
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,76.224961221763,80.03620928285115,0.5256410189020382,1.9024389779892934,0.5189873417721519,3.4647708071360084,0.11999999880000002,1.9024389779892934,1.0,0,0.5256410189020382,90.72629495416344
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,598.9400399823005,628.8870419814156,0.24999999702380957,3.9999998095238185,0.24705882352941178,4.102329012876517,0.8799999912000002,3.9999998095238185,1.0,0,0.24999999702380957,838.5160445668395
